{24.915896, -0.404995, 30.687233}
{20.395433, 14.317548, 30.687233}
{8.084609, 23.571275, 30.687233}
{-7.314262, 23.821576, 30.687233}
{-19.919333, 14.972844, 30.687233}
{-24.915896, 0.404995, 30.687233}
{-20.395433, -14.317548, 30.687233}
{-8.084609, -23.571275, 30.687233}
{7.314262, -23.821576, 30.687233}
{19.919333, -14.972844, 30.687233}
{40.269931, -0.041971, 121.195791}
{32.603729, 23.636117, 121.195791}
{12.48401, 38.286011, 121.195791}
{-12.404176, 38.31195, 121.195791}
{-32.554389, 23.704027, 121.195791}
{-40.269931, 0.041971, 121.195791}
{-32.603729, -23.636117, 121.195791}
{-12.48401, -38.286011, 121.195791}
{12.404176, -38.31195, 121.195791}
{32.554389, -23.704027, 121.195791}
{133.287533, 10.898454, 82.469813}
{101.425929, 87.16148, 82.469813}
{30.823068, 130.131784, 82.469813}
{-51.553158, 123.396169, 82.469813}
{-114.23783, 69.527412, 82.469813}
{-133.287533, -10.898454, 82.469813}
{-101.425929, -87.16148, 82.469813}
{-30.823068, -130.131784, 82.469813}
{51.553158, -123.396169, 82.469813}
{114.23783, -69.527412, 82.469813}
{18.758325, 0.641776, 117.630354}
{14.798577, 11.545074, 117.630354}
{5.186276, 18.038547, 117.630354}
{-6.407006, 17.641908, 117.630354}
{-15.55303, 10.506659, 117.630354}
{-18.758325, -0.641776, 117.630354}
{-14.798577, -11.545074, 117.630354}
{-5.186276, -18.038547, 117.630354}
{6.407006, -17.641908, 117.630354}
{15.55303, -10.506659, 117.630354}
{152.22345, 16.44281, -2.973079}
{113.486516, 102.777212, -2.973079}
{31.401591, 149.854211, -2.973079}
{-62.677675, 139.691996, -2.973079}
{-132.816199, 76.172186, -2.973079}
{-152.22345, -16.44281, -2.973079}
{-113.486516, -102.777212, -2.973079}
{-31.401591, -149.854211, -2.973079}
{62.677675, -139.691996, -2.973079}
{132.816199, -76.172186, -2.973079}
{23.456378, -0.112681, 110.969893}
{19.042841, 13.696152, 110.969893}
{7.355586, 22.27352, 110.969893}
{-7.141253, 22.343161, 110.969893}
{-18.910376, 13.878474, 110.969893}
{-23.456378, 0.112681, 110.969893}
{-19.042841, -13.696152, 110.969893}
{-7.355586, -22.27352, 110.969893}
{7.141253, -22.343161, 110.969893}
{18.910376, -13.878474, 110.969893}
{14.980211, 0.225336, 115.292061}
{11.986797, 8.987448, 115.292061}
{4.414833, 14.31666, 115.292061}
{-4.843447, 14.177395, 115.292061}
{-12.251695, 8.622847, 115.292061}
{-14.980211, -0.225336, 115.292061}
{-11.986797, -8.987448, 115.292061}
{-4.414833, -14.31666, 115.292061}
{4.843447, -14.177395, 115.292061}
{12.251695, -8.622847, 115.292061}
{28.508474, -0.28358, 86.893447}
{23.230524, 16.52744, 86.893447}
{9.079303, 27.025539, 86.893447}
{-8.539903, 27.200801, 86.893447}
{-22.897156, 16.986281, 86.893447}
{-28.508474, 0.28358, 86.893447}
{-23.230524, -16.52744, 86.893447}
{-9.079303, -27.025539, 86.893447}
{8.539903, -27.200801, 86.893447}
{22.897156, -16.986281, 86.893447}
{143.419551, 15.737023, 56.995033}
{106.778864, 97.031416, 56.995033}
{29.352281, 141.263106, 56.995033}
{-59.285876, 131.537091, 56.995033}
{-125.278844, 71.568378, 56.995033}
{-143.419551, -15.737023, 56.995033}
{-106.778864, -97.031416, 56.995033}
{-29.352281, -141.263106, 56.995033}
{59.285876, -131.537091, 56.995033}
{125.278844, -71.568378, 56.995033}
{115.39983, -0.11892, -106.145225}
{93.430323, 67.73411, -106.145225}
{35.773608, 109.715012, -106.145225}
{-35.547409, 109.788509, -106.145225}
{-93.290524, 67.926526, -106.145225}
{-115.39983, 0.11892, -106.145225}
{-93.430323, -67.73411, -106.145225}
{-35.773608, -109.715012, -106.145225}
{35.547409, -109.788509, -106.145225}
{93.290524, -67.926526, -106.145225}
{24.952413, -0.049525, 28.100651}
{20.216036, 14.626594, 28.100651}
{7.75782, 23.715851, 28.100651}
{-7.663619, 23.746459, 28.100651}
{-20.157816, 14.706727, 28.100651}
{-24.952413, 0.049525, 28.100651}
{-20.216036, -14.626594, 28.100651}
{-7.75782, -23.715851, 28.100651}
{7.663619, -23.746459, 28.100651}
{20.157816, -14.706727, 28.100651}
{152.569147, 8.394913, 9.485875}
{118.496627, 96.469522, 9.485875}
{39.162423, 147.696052, 9.485875}
{-55.130496, 142.507711, 9.485875}
{-128.365439, 82.886268, 9.485875}
{-152.569147, -8.394913, 9.485875}
{-118.496627, -96.469522, 9.485875}
{-39.162423, -147.696052, 9.485875}
{55.130496, -142.507711, 9.485875}
{128.365439, -82.886268, 9.485875}
{141.946345, 22.527689, 50.466974}
{101.595562, 101.659252, 50.466974}
{22.438728, 141.960436, 50.466974}
{-65.288939, 128.037558, 50.466974}
{-128.078449, 65.208685, 50.466974}
{-141.946345, -22.527689, 50.466974}
{-101.595562, -101.659252, 50.466974}
{-22.438728, -141.960436, 50.466974}
{65.288939, -128.037558, 50.466974}
{128.078449, -65.208685, 50.466974}
{151.893293, 16.74899, 7.676823}
{113.039446, 102.830855, 7.676823}
{31.008373, 149.634828, 7.676823}
{-62.866845, 139.283383, 7.676823}
{-132.729065, 75.73042, 7.676823}
{-151.893293, -16.74899, 7.676823}
{-113.039446, -102.830855, 7.676823}
{-31.008373, -149.634828, 7.676823}
{62.866845, -139.283383, 7.676823}
{132.729065, -75.73042, 7.676823}
{76.876978, 3.972188, 127.444272}
{59.859988, 48.400721, 127.444272}
{19.978518, 74.341824, 127.444272}
{-27.534068, 71.886877, 127.444272}
{-64.529575, 41.973586, 127.444272}
{-76.876978, -3.972188, 127.444272}
{-59.859988, -48.400721, 127.444272}
{-19.978518, -74.341824, 127.444272}
{27.534068, -71.886877, 127.444272}
{64.529575, -41.973586, 127.444272}
{70.664792, 6.436659, 132.019514}
{53.385644, 46.743089, 132.019514}
{15.714995, 69.195248, 132.019514}
{-27.958248, 65.217174, 132.019514}
{-60.952391, 36.328356, 132.019514}
{-70.664792, -6.436659, 132.019514}
{-53.385644, -46.743089, 132.019514}
{-15.714995, -69.195248, 132.019514}
{27.958248, -65.217174, 132.019514}
{60.952391, -36.328356, 132.019514}
{46.99139, 5.007275, -136.720956}
{35.073631, 31.671816, -136.720956}
{9.758937, 46.2388, -136.720956}
{-19.283339, 43.144134, -136.720956}
{-40.960035, 23.569876, -136.720956}
{-46.99139, -5.007275, -136.720956}
{-35.073631, -31.671816, -136.720956}
{-9.758937, -46.2388, -136.720956}
{19.283339, -43.144134, -136.720956}
{40.960035, -23.569876, -136.720956}
{56.967042, 5.348601, -137.871036}
{42.943476, 37.811497, -137.871036}
{12.516962, 55.831686, -137.871036}
{-22.690606, 52.526068, -137.871036}
{-49.231134, 29.157278, -137.871036}
{-56.967042, -5.348601, -137.871036}
{-42.943476, -37.811497, -137.871036}
{-12.516962, -55.831686, -137.871036}
{22.690606, -52.526068, -137.871036}
{49.231134, -29.157278, -137.871036}
{26.534317, 3.841675, 134.826456}
{19.208634, 18.70446, 134.826456}
{4.545905, 26.422778, 134.826456}
{-11.853204, 24.048492, 134.826456}
{-23.724793, 12.4885, 134.826456}
{-26.534317, -3.841675, 134.826456}
{-19.208634, -18.70446, 134.826456}
{-4.545905, -26.422778, 134.826456}
{11.853204, -24.048492, 134.826456}
{23.724793, -12.4885, 134.826456}
{27.719862, -0.354909, 55.030477}
{22.63445, 16.006199, 55.030477}
{8.903447, 26.253483, 55.030477}
{-8.22837, 26.472829, 55.030477}
{-22.217229, 16.580454, 55.030477}
{-27.719862, 0.354909, 55.030477}
{-22.63445, -16.006199, 55.030477}
