131.503143, 13.548847, 39.052029
98.424465, 88.256856, 39.052029
27.750986, 129.253745, 39.052029
-53.522426, 120.880097, 39.052029
-114.35209, 66.33436, 39.052029
-131.503143, -13.548847, 39.052029
-98.424465, -88.256856, 39.052029
-27.750986, -129.253745, 39.052029
53.522426, -120.880097, 39.052029
114.35209, -66.33436, 39.052029
131.962853, 16.882585, 41.499058
96.836856, 91.224117, 41.499058
24.722472, 130.721137, 41.499058
-56.835057, 120.287126, 41.499058
-116.683526, 63.907521, 41.499058
-131.962853, -16.882585, 41.499058
-96.836856, -91.224117, 41.499058
-24.722472, -130.721137, 41.499058
56.835057, -120.287126, 41.499058
116.683526, -63.907521, 41.499058
18.236751, 0.219202, -22.619484
14.624998, 10.896632, -22.619484
5.426993, 17.411918, -22.619484
-5.843939, 17.276444, -22.619484
-14.882685, 10.541955, -22.619484
-18.236751, -0.219202, -22.619484
-14.624998, -10.896632, -22.619484
-5.426993, -17.411918, -22.619484
5.843939, -17.276444, -22.619484
14.882685, -10.541955, -22.619484
20.898692, -0.82261, 32.646106
17.390915, 11.618437, 32.646106
7.2404, 19.621636, 32.646106
-5.675702, 20.130037, 32.646106
-16.423879, 12.949448, 32.646106
-20.898692, 0.82261, 32.646106
-17.390915, -11.618437, 32.646106
-7.2404, -19.621636, 32.646106
5.675702, -20.130037, 32.646106
16.423879, -12.949448, 32.646106
126.648585, -0.472105, -45.118492
102.738354, 74.060229, -45.118492
39.585564, 120.304073, -45.118492
-38.687566, 120.59585, -45.118492
-102.183361, 74.824111, -45.118492
-126.648585, 0.472105, -45.118492
-102.738354, -74.060229, -45.118492
-39.585564, -120.304073, -45.118492
38.687566, -120.59585, -45.118492
102.183361, -74.824111, -45.118492
25.952443, -1.756787, -87.317228
22.028581, 13.833193, -87.317228
9.690549, 24.139363, -87.317228
-6.348942, 25.225117, -87.317228
-19.963354, 16.675733, -87.317228
-25.952443, 1.756787, -87.317228
-22.028581, -13.833193, -87.317228
-9.690549, -24.139363, -87.317228
6.348942, -25.225117, -87.317228
19.963354, -16.675733, -87.317228
55.141815, 4.110855, -122.897152
42.194365, 35.737297, -122.897152
13.130103, 53.713306, -122.897152
-20.949413, 51.172658, -122.897152
-47.026965, 29.085794, -122.897152
-55.141815, -4.110855, -122.897152
-42.194365, -35.737297, -122.897152
-13.130103, -53.713306, -122.897152
20.949413, -51.172658, -122.897152
47.026965, -29.085794, -122.897152
74.823542, 5.012988, 112.534827
57.586956, 48.035767, 112.534827
18.354111, 72.710515, 112.534827
-27.889381, 69.612318, 112.534827
-63.480077, 39.924581, 112.534827
-74.823542, -5.012988, 112.534827
-57.586956, -48.035767, 112.534827
-18.354111, -72.710515, 112.534827
27.889381, -69.612318, 112.534827
63.480077, -39.924581, 112.534827
128.421426, 7.053262, 47.08486
99.749313, 81.190429, 47.08486
32.976352, 124.315612, 47.08486
-46.392454, 119.956456, 47.08486
-108.040919, 69.778011, 47.08486
-128.421426, -7.053262, 47.08486
-99.749313, -81.190429, 47.08486
-32.976352, -124.315612, 47.08486
46.392454, -119.956456, 47.08486
108.040919, -69.778011, 47.08486
14.991482, 0.476565, 28.876367
11.848246, 9.197321, 28.876367
4.179382, 14.405013, 28.876367
-5.085863, 14.11048, 28.876367
-12.408481, 8.426223, 28.876367
-14.991482, -0.476565, 28.876367
-11.848246, -9.197321, 28.876367
-4.179382, -14.405013, 28.876367
5.085863, -14.11048, 28.876367
12.408481, -8.426223, 28.876367
22.270727, -1.757644, -0.853374
19.050514, 11.668441, -0.853374
8.553652, 20.637578, -0.853374
-5.210414, 21.723862, -0.853374
-16.984279, 14.512369, -0.853374
-22.270727, 1.757644, -0.853374
-19.050514, -11.668441, -0.853374
-8.553652, -20.637578, -0.853374
5.210414, -21.723862, -0.853374
16.984279, -14.512369, -0.853374
18.33171, 0.962143, 72.708832
14.265132, 11.553499, 72.708832
4.749758, 17.731811, 72.708832
-6.579862, 17.137174, 72.708832
-15.396198, 9.996719, 72.708832
-18.33171, -0.962143, 72.708832
-14.265132, -11.553499, 72.708832
-4.749758, -17.731811, 72.708832
6.579862, -17.137174, 72.708832
15.396198, -9.996719, 72.708832
20.386216, 0.103393, -74.592116
16.432022, 12.066364, -74.592116
6.201354, 19.420394, -74.592116
-6.39802, 19.356493, -74.592116
-16.553568, 11.89907, -74.592116
-20.386216, -0.103393, -74.592116
-16.432022, -12.066364, -74.592116
-6.201354, -19.420394, -74.592116
6.39802, -19.356493, -74.592116
16.553568, -11.89907, -74.592116
17.770677, 0.282321, -71.534255
14.210836, 10.673745, -71.534255
5.222938, 16.988161, -71.534255
-5.759944, 16.813677, -71.534255
-14.542724, 10.21694, -71.534255
-17.770677, -0.282321, -71.534255
-14.210836, -10.673745, -71.534255
-5.222938, -16.988161, -71.534255
